House Number,Street,First Name,Surname,Age,Relationship to Head of House,Marital Status,Gender,Occupation,Infirmity,Religion
33,Fletcher Spur,Naomi,Kay,31,Wife,Married,Female,Proofreader,None,None
34,Fletcher Spur,David,Connolly,73,Head,Widowed,Male,"Retired Engineer, automotive",None,Methodist
35,Fletcher Spur,Joshua,Jarvis,50,Head,Married,Male,Town planner,None,Christian
35,Fletcher Spur,Melanie,Jarvis,48,Wife,Married,Female,Media planner,None,Christian
36,Fletcher Spur,Samuel,Arnold,81,Head,Married,Male,Retired Contracting civil engineer,None,Christian
36,Fletcher Spur,Melissa,Arnold,77,Wife,Married,Female,Retired Local government officer,None,None
37,Fletcher Spur,Lynn,Akhtar,58,Head,Married,Female,Licensed conveyancer,None,Christian
37,Fletcher Spur,Bryan,Akhtar-Jones,60,Husband,Married,Male,"Surveyor, building control",None,Christian
37,Fletcher Spur,Jenna,Akhtar-Jones,23,Daughter,Single,Female,"Research officer, trade union",None,Christian
37,Fletcher Spur,Clifford,Akhtar-Jones,17,Son,,Male,Student,None,
38,Fletcher Spur,Diane,Martin,73,Head,Widowed,Female,"Retired Teacher, primary school",None,None
38,Fletcher Spur,Jay,Martin,42,Son,Divorced,Male,IT consultant,None,None
38,Fletcher Spur,Kate,Martin,41,Daughter,Single,Female,Hospital pharmacist,None,None
39,Fletcher Spur,Raymond,Edwards,26,Head,Divorced,Male,Chiropodist,None,None
40,Fletcher Spur,Maria,Smith,48,Head,Married,Female,"Surveyor, land/geomatics",None,Christian
40,Fletcher Spur,Ben,Smith,52,Husband,Married,Male,Sports therapist,None,Christian
40,Fletcher Spur,Nicola,Smith,11,Daughter,,Female,Student,None,
40,Fletcher Spur,Francis,Smith,10,Son,,Male,Student,None,
40,Fletcher Spur,Reece,James,6,Adopted Son,,Male,Student,None,
40,Fletcher Spur,Kirsty,James,4,Daughter,,Female,Child,None,
41,Fletcher Spur,Paige,Clarke,58,Head,Single,Female,IT sales professional,None,Christian
41,Fletcher Spur,Mohammad,Howard,53,None,Single,Male,Public librarian,None,None
41,Fletcher Spur,Karl,Wong,38,None,Single,Male,Community arts worker,None,Methodist
41,Fletcher Spur,Nigel,Parker,26,None,Single,Male,Clinical psychologist,None,None
41,Fletcher Spur,Alan,Shepherd,19,None,Single,Male,University Student,None,Catholic
42,Fletcher Spur,Stacey,Reynolds,64,Head,Single,Female,Accommodation manager,None,None
42,Fletcher Spur,Martin,Knight,66,Partner,Single,Male,Teaching laboratory technician,None,None
42,Fletcher Spur,Amber,Reynolds,31,Daughter,Divorced,Female,Bookseller,None,None
42,Fletcher Spur,Mark,Reynolds,27,Son,Single,Male,Geoscientist,None,None
42,Fletcher Spur,Derek,Phillips-Reynolds,17,Son,,Male,Student,None,
43,Fletcher Spur,Beverley,Wallace,59,Head,Single,Female,Tax adviser,None,Christian
44,Fletcher Spur,Alex,Kerr,34,Head,Married,Male,"Designer, ceramics/pottery",None,Methodist
44,Fletcher Spur,Debra,Kerr,31,Wife,Married,Female,"Surveyor, mining",None,None
45,Fletcher Spur,Jasmine,Macdonald,35,Head,Divorced,Female,Press sub,None,Christian
45,Fletcher Spur,Anne,Macdonald,12,Daughter,,Female,Student,None,
45,Fletcher Spur,Connor,Macdonald,12,Son,,Male,Student,None,
45,Fletcher Spur,Michelle,Macdonald,9,Daughter,,Female,Student,None,
45,Fletcher Spur,Mohammad,Macdonald,3,Son,,Male,Child,None,
46,Fletcher Spur,Leanne,Heath,22,Head,Single,Female,University Student,None,Christian
46,Fletcher Spur,Gareth,Morris,35,None,Single,Male,English as a second language teacher,None,None
46,Fletcher Spur,Bethany,Moore,24,None,Single,Female,English as a foreign language teacher,None,None
47,Fletcher Spur,Rebecca,Simpson,49,Head,Married,Female,Hospital pharmacist,None,Christian
47,Fletcher Spur,Christian,Simpson,50,Husband,Married,Male,Amenity horticulturist,None,Christian
47,Fletcher Spur,Brenda,Simpson,22,Daughter,Single,Female,University Student,None,None
47,Fletcher Spur,Charles,Williams-Simpson,1,Son,,Male,Child,None,
48,Fletcher Spur,Kirsty,Patel,60,Head,Single,Female,Rural practice surveyor,None,Christian
48,Fletcher Spur,Sally,Morris,24,None,Single,Female,Museum education officer,None,Catholic
48,Fletcher Spur,Nathan,Booth,59,None,Single,Male,Unemployed,None,None
48,Fletcher Spur,Natasha,Wong,21,None,Single,Female,University Student,None,Catholic
49,Fletcher Spur,Bethany,White,80,Head,Widowed,Female,Retired Paramedic,None,None
50,Fletcher Spur,Caroline,Carter-Anderson,50,Head,Married,Female,Publishing rights manager,None,Christian
50,Fletcher Spur,Terry,Carter-Anderson,55,Husband,Married,Male,Operations geologist,None,Christian
50,Fletcher Spur,Ben,Carter-Anderson,11,Son,,Male,Student,None,
50,Fletcher Spur,Eric,Carter-Anderson,7,Son,,Male,Student,None,
50,Fletcher Spur,Nicole,Khan,34,Lodger,Divorced,Female,Sports therapist,None,None
51,Fletcher Spur,Sally,Davies,35,Head,Single,Female,Acupuncturist,None,None
52,Fletcher Spur,Kerry,Walker,45,Head,Single,Female,"Engineer, manufacturing systems",None,Christian
52,Fletcher Spur,Damien,Welch,11,Step-Son,,Male,Student,None,
1,Sharp Orchard,Marian,Hunter,49,Head,Married,Female,Probation officer,None,None
1,Sharp Orchard,Kyle,Hunter,51,Husband,Married,Male,"Engineer, civil (consulting)",None,None
1,Sharp Orchard,Philip,Hunter,19,Son,Single,Male,University Student,None,None
1,Sharp Orchard,Ryan,Hunter,15,Son,,Male,Student,None,
2,Sharp Orchard,Lindsey,Clarke,35,Head,Single,Female,"Production assistant, radio",None,Christian
2,Sharp Orchard,Tracey,Barlow,18,None,Single,Female,Student,None,
2,Sharp Orchard,Mitchell,Allen,39,None,Single,Male,Haematologist,None,None
2,Sharp Orchard,Jayne,Blake,60,None,Single,Female,Architectural technologist,None,Christian
3,Sharp Orchard,Glen,Lynch,69,Head,Married,Male,"Retired Psychotherapist, child",None,None
3,Sharp Orchard,Jade,Stanley,65,Wife,Married,Female,Ambulance person,None,None
3,Sharp Orchard,Claire,Bailey,25,Granddaughter,Single,Female,Adult nurse,None,None
3,Sharp Orchard,Joe,Parsons,17,Grandson,,Male,Student,None,
3,Sharp Orchard,Tracey,Parsons,14,Granddaughter,,Female,Student,None,
4,Sharp Orchard,Elaine,Riley,40,Head,Single,Female,Unemployed,None,None
4,Sharp Orchard,Valerie,Riley,1,Daughter,,Female,Child,None,
4,Sharp Orchard,Frederick,Grant,49,Lodger,Single,Male,"Engineer, site",None,None
5,Sharp Orchard,Pamela,Price,56,Head,Single,Female,Unemployed,None,None
5,Sharp Orchard,George,Price,25,Son,Divorced,Male,"Lecturer, higher education",None,None
5,Sharp Orchard,Bradley,Price,25,Son,Single,Male,Forest/woodland manager,None,None
6,Sharp Orchard,Paige,Taylor,50,Head,Divorced,Female,"Teacher, early years/pre",None,None
6,Sharp Orchard,Janice,Taylor,22,Daughter,Single,Female,University Student,None,None
6,Sharp Orchard,Jenna,Taylor,18,Daughter,Widowed,Female,Student,None,None
7,Sharp Orchard,Geraldine,Walters,39,Head,Married,Female,Field trials officer,None,Christian
7,Sharp Orchard,Scott,Walters,41,Husband,Married,Male,"Loss adjuster, chartered",None,Christian
7,Sharp Orchard,Declan,Walters,6,Son,,Male,Student,None,
7,Sharp Orchard,Alice,Walters,6,Daughter,,Female,Student,None,
8,Sharp Orchard,Joan,Stephens,45,Head,Single,Female,Ranger/warden,None,None
8,Sharp Orchard,Reece,Howarth,43,Partner,Single,Male,Psychiatrist,None,None
8,Sharp Orchard,Terry,Stephens,19,Son,Divorced,Male,University Student,None,None
8,Sharp Orchard,Henry,Stephens,17,Son,,Male,Student,None,
8,Sharp Orchard,Alice,Stephens,16,Daughter,,Female,Student,None,
8,Sharp Orchard,Natasha,Stephens,12,Daughter,,Female,Student,None,
9,Sharp Orchard,Aimee,Scott-Bell,58,Head,Married,Female,Educational psychologist,None,Christian
9,Sharp Orchard,Robin,Scott-Bell,63,Husband,Married,Male,Chartered legal executive (England and Wales),None,Christian
10,Sharp Orchard,Lorraine,Moore,64,Head,Single,Female,Medical physicist,None,Sikh
10,Sharp Orchard,Victoria,Shepherd,46,None,Single,Female,Unemployed,None,Christian
10,Sharp Orchard,Annette,Lucas,51,None,Single,Female,Freight forwarder,None,Catholic
10,Sharp Orchard,Robin,Davies,30,None,Single,Male,Unemployed,None,None
11,Sharp Orchard,Harry,Stevenson,58,Head,Single,Male,"Solicitor, Scotland",None,Methodist
12,Sharp Orchard,Geraldine,Bryan,60,Head,Married,Female,"Sales professional, IT",None,Methodist
12,Sharp Orchard,Kieran,Bryan,61,Husband,Married,Male,Unemployed,None,Methodist
12,Sharp Orchard,Naomi,Bryan,34,Adopted Daughter,Single,Female,"Therapist, music",None,Methodist
12,Sharp Orchard,Brenda,Bryan,34,Daughter,Divorced,Female,Unemployed,None,None
13,Sharp Orchard,Rachael,Phillips,57,Head,Married,Female,"Engineer, electrical",None,Christian
13,Sharp Orchard,Raymond,Phillips,56,Husband,Married,Male,Location manager,None,Christian
13,Sharp Orchard,Hazel,Phillips,30,Daughter,Single,Female,Chartered legal executive (England and Wales),None,Christian
13,Sharp Orchard,Keith,Phillips,26,Son,Single,Male,"Scientist, water quality",None,Christian
14,Sharp Orchard,Kirsty,Holland,31,Head,Married,Female,Occupational therapist,None,Catholic
14,Sharp Orchard,Luke,Holland,33,Husband,Married,Male,Unemployed,None,Catholic
14,Sharp Orchard,Michelle,Holland,14,Daughter,,Female,Student,None,
14,Sharp Orchard,Cheryl,Holland,11,Daughter,,Female,Student,None,
14,Sharp Orchard,Max,Holland,7,Son,,Male,Student,None,
14,Sharp Orchard,Dylan,Holland,4,Son,,Male,Child,None,
15,Sharp Orchard,Carole,Tucker,58,Head,Married,Female,Community development worker,None,Christian
15,Sharp Orchard,Gerald,Tucker,62,Husband,Married,Male,Archivist,None,None
15,Sharp Orchard,Rosemary,Tucker,30,Daughter,Single,Female,Television/film/video producer,None,Christian
15,Sharp Orchard,Luke,Tucker,24,Son,Single,Male,"Sound technician, broadcasting/film/video",None,None
15,Sharp Orchard,Jeremy,Tucker,16,Son,,Male,Student,None,
16,Sharp Orchard,Louise,Walker,31,Head,Single,Female,Broadcast engineer,None,None
16,Sharp Orchard,Deborah,Walker,3,Daughter,,Female,Child,None,
16,Sharp Orchard,Karl,Walker,2,Son,,Male,Child,None,
16,Sharp Orchard,Janet,Walker,2,Daughter,,Female,Child,None,
16,Sharp Orchard,Brenda,Clarke,55,Lodger,Widowed,Female,IT technical support officer,None,Methodist
16,Sharp Orchard,Terence,Wilson,36,Sibling,Divorced,Male,Unemployed,None,Catholic
17,Sharp Orchard,Patrick,Lewis,51,Head,Married,Male,Electrical engineer,None,None
17,Sharp Orchard,Hilary,Lewis,53,Wife,Married,Female,Computer games developer,None,None
17,Sharp Orchard,Teresa,Lewis,21,Daughter,Divorced,Female,University Student,None,None
18,Sharp Orchard,Margaret,Price,69,Head,Single,Female,Unemployed,None,None
18,Sharp Orchard,Leon,Price,38,Son,Single,Male,Public relations officer,None,None
18,Sharp Orchard,Aaron,Price,37,Son,Divorced,Male,"Administrator, sports",None,None
18,Sharp Orchard,Shaun,Price,35,Son,Single,Male,Animal technologist,None,None
18,Sharp Orchard,Nicola,Price,32,Adopted Daughter,Single,Female,"Therapist, speech and language",None,None
19,Sharp Orchard,Lynne,Harrison,55,Head,Divorced,Female,Unemployed,None,None
19,Sharp Orchard,Lee,Harrison,25,Son,Single,Male,"Teacher, primary school",None,None
19,Sharp Orchard,Marc,Harrison,24,Son,Single,Male,Financial adviser,None,None
19,Sharp Orchard,Rita,Harrison,20,Daughter,Single,Female,University Student,None,None
20,Sharp Orchard,Dorothy,Farrell,49,Head,Divorced,Female,Unemployed,None,Methodist
20,Sharp Orchard,Lydia,Farrell,23,Daughter,Single,Female,"Engineer, maintenance (IT)",None,Methodist
20,Sharp Orchard,Derek,Farrell,19,Son,Divorced,Male,University Student,None,Methodist
20,Sharp Orchard,Rachael,Farrell,14,Daughter,,Female,Student,None,
20,Sharp Orchard,Carol,Farrell,11,Daughter,,Female,Student,None,
20,Sharp Orchard,Irene,Farrell,9,Daughter,,Female,Student,None,
21,Sharp Orchard,Yvonne,Davis,54,Head,Married,Female,Medical technical officer,None,Methodist
21,Sharp Orchard,Ross,Davis,55,Husband,Married,Male,Paramedic,None,Methodist
21,Sharp Orchard,Leon,Davis,21,Son,Divorced,Male,University Student,None,None
21,Sharp Orchard,Mark,Davis,14,Son,,Male,Student,None,
22,Sharp Orchard,Cheryl,Newman,33,Head,Married,Female,Public affairs consultant,None,None
22,Sharp Orchard,Simon,Newman,37,Husband,Married,Male,Commercial/residential surveyor,None,None
23,Sharp Orchard,Stephen,Miller,31,Head,Single,Male,Armed forces technical officer,None,None
23,Sharp Orchard,Lawrence,Holt,51,None,Single,Male,Geographical information systems officer,None,Christian
23,Sharp Orchard,Barbara,Edwards,52,None,Single,Female,"Research officer, government",None,Methodist
23,Sharp Orchard,Kate,Pearson,48,None,Single,Female,Tourist information centre manager,None,None
24,Sharp Orchard,Antony,Barlow,63,Head,Single,Male,"Presenter, broadcasting",None,Christian
24,Sharp Orchard,Marion,Newton,27,None,Single,Female,"Psychologist, counselling",None,None
24,Sharp Orchard,Lorraine,Collier,39,None,Single,Female,Water quality scientist,None,Catholic
24,Sharp Orchard,Karen,Clark,46,None,Single,Female,"Psychotherapist, dance movement",None,Christian
24,Sharp Orchard,Donald,Chandler,25,None,Single,Male,"Physicist, medical",None,None
24,Sharp Orchard,Brett,Hicks,43,None,Single,Male,Corporate treasurer,None,Methodist
25,Sharp Orchard,Graeme,Chapman,61,Head,Married,Male,"Education officer, community",None,Christian
25,Sharp Orchard,Marion,Chapman,56,Wife,Married,Female,Newspaper journalist,None,None
25,Sharp Orchard,Elliott,Chapman,11,Grandson,,Male,Student,None,
25,Sharp Orchard,Susan,Farrell,8,Granddaughter,,Female,Student,None,
26,Sharp Orchard,Hazel,Dixon,36,Head,Married,Female,"Pharmacist, hospital",None,None
26,Sharp Orchard,Connor,Dixon,40,Husband,Married,Male,Holiday representative,None,None
26,Sharp Orchard,Beth,Dixon,4,Daughter,,Female,Child,None,
26,Sharp Orchard,Robert,Dixon,0,Son,,Male,Child,None,
27,Sharp Orchard,Donna,Bennett,45,Head,Married,Female,"Sales professional, IT",None,Methodist
27,Sharp Orchard,Clive,Bennett,49,Husband,Married,Male,Fisheries officer,None,None
27,Sharp Orchard,Alice,Bennett,16,Daughter,,Female,Student,None,
27,Sharp Orchard,Geraldine,Smith,11,Daughter,,Female,Student,None,
28,Sharp Orchard,Rachel,Parsons,76,Head,Widowed,Female,Unemployed,None,None
28,Sharp Orchard,Annette,Parsons,41,Daughter,Single,Female,Public affairs consultant,None,None
28,Sharp Orchard,Christopher,Parsons,32,Son,Single,Male,Proofreader,None,None
29,Sharp Orchard,Josh,Adams,52,Head,Married,Male,Occupational hygienist,None,Christian
29,Sharp Orchard,Carole,Adams,50,Wife,Married,Female,Software engineer,None,Christian
29,Sharp Orchard,Catherine,Adams,18,Step-Daughter,Divorced,Female,Student,None,None
29,Sharp Orchard,Sam,Adams,14,Step-Son,,Male,Student,None,
29,Sharp Orchard,Alex,Richards,10,Step-Son,,Male,Student,None,
29,Sharp Orchard,Leanne,Richards,6,Step-Daughter,,Female,Student,None,
30,Sharp Orchard,Katherine,Clarke,75,Head,Married,Female,Retired Barista,None,Methodist
30,Sharp Orchard,Adrian,Clarke,78,Husband,Married,Male,"Retired Nurse, learning disability",None,None
30,Sharp Orchard,Sandra,Clarke,41,Daughter,Single,Female,"Investment banker, operational",None,None
30,Sharp Orchard,Ricky,Clarke,38,Son,Divorced,Male,TEFL teacher,None,Methodist
31,Sharp Orchard,Joanna,Singh,76,Head,Married,Female,Retired Financial manager,None,None
31,Sharp Orchard,Sam,Singh,80,Husband,Married,Male,Retired Broadcast presenter,None,None
31,Sharp Orchard,Carl,Whitehead,11,Grandson,,Male,Student,None,
32,Sharp Orchard,Annette,Hancock,31,Head,Married,Female,Actuary,None,Catholic
32,Sharp Orchard,Vincent,Hancock,36,Husband,Married,Male,"Development worker, international aid",None,Catholic
32,Sharp Orchard,Carl,Hancock,6,Son,,Male,Student,None,
33,Sharp Orchard,Jenna,Wilkinson,31,Head,Single,Female,Unemployed,None,Christian
33,Sharp Orchard,Richard,Owen,57,Cousin,Single,Male,Ship broker,None,Methodist
33,Sharp Orchard,Chloe,Evans,58,Lodger,Widowed,Female,Special effects artist,None,None
33,Sharp Orchard,Kenneth,Brown,63,Sibling,Single,Male,Cytogeneticist,None,Catholic
34,Sharp Orchard,Lauren,Sutton,63,Head,Single,Female,Architectural technologist,None,Christian
35,Sharp Orchard,Gerald,Howard,21,Head,Single,Male,University Student,None,Catholic
35,Sharp Orchard,Kirsty,O'Donnell,19,Partner,Single,Female,University Student,None,Catholic
36,Sharp Orchard,Andrea,Kaur,47,Head,Married,Female,"Secretary, company",None,None
36,Sharp Orchard,Hugh,Kaur,49,Husband,Married,Male,Unemployed,None,None
36,Sharp Orchard,Toby,Kaur,16,Son,,Male,Student,None,
36,Sharp Orchard,Jade,Kaur,14,Daughter,,Female,Student,None,
37,Sharp Orchard,Frances,Wheeler,31,Head,Single,Female,"Nurse, learning disability",None,Catholic
37,Sharp Orchard,Victoria,Hughes,59,None,Single,Female,Sub,None,Catholic
37,Sharp Orchard,Damian,Jones,37,None,Single,Male,Stage manager,None,Catholic
37,Sharp Orchard,Chloe,Scott,40,None,Single,Female,Ceramics designer,None,Catholic
38,Sharp Orchard,Anna,Edwards,40,Head,Married,Female,Forensic psychologist,None,None
38,Sharp Orchard,James,Edwards,41,Husband,Married,Male,"Journalist, newspaper",None,None
38,Sharp Orchard,Pauline,Edwards,17,Daughter,,Female,Student,None,
38,Sharp Orchard,Anne,Edwards,15,Daughter,,Female,Student,None,
39,Sharp Orchard,Ann,Chandler,59,Head,Single,Female,Medical illustrator,None,Methodist
39,Sharp Orchard,Terence,Pearce,22,None,Single,Male,University Student,None,Muslim
39,Sharp Orchard,Sam,Holmes,19,None,Single,Male,University Student,None,None
39,Sharp Orchard,Bryan,Morris,55,None,Single,Male,Hydrographic surveyor,None,Jewish
39,Sharp Orchard,Joan,Carr,21,None,Single,Female,University Student,None,Jewish
39,Sharp Orchard,Bruce,Martin,59,None,Single,Male,Barrister,None,Christian
40,Sharp Orchard,Claire,White,62,Head,Married,Female,Unemployed,None,Methodist
40,Sharp Orchard,Damian,White,59,Husband,Married,Male,Ship broker,None,Methodist
40,Sharp Orchard,Jayne,White,24,Daughter,Single,Female,Pensions consultant,None,None
40,Sharp Orchard,Lee,White,23,Son,Divorced,Male,Police officer,None,Methodist
40,Sharp Orchard,Natasha,White,7,Daughter,,Female,Student,None,
41,Sharp Orchard,Jayne,Parkinson,35,Head,Divorced,Female,Unemployed,None,None
41,Sharp Orchard,Jacob,Parkinson,14,Son,,Male,Student,None,
42,Sharp Orchard,Tracey,Lowe,55,Head,Married,Female,Music tutor,None,None
42,Sharp Orchard,Dylan,Lowe,57,Husband,Married,Male,Insurance underwriter,None,None
42,Sharp Orchard,Beth,Baxter,27,Daughter,Single,Female,"Teacher, English as a foreign language",None,None
42,Sharp Orchard,Laura,Baxter,16,Daughter,,Female,Student,None,
43,Sharp Orchard,June,Kelly,46,Head,Divorced,Female,Armed forces training and education officer,None,Christian
43,Sharp Orchard,Jessica,Kelly,10,Daughter,,Female,Student,None,
44,Sharp Orchard,Naomi,Owen,35,Head,Married,Female,Comptroller,None,Catholic
44,Sharp Orchard,Joe,Owen,37,Husband,Married,Male,Geophysicist/field seismologist,None,Catholic
44,Sharp Orchard,Lynn,Owen,9,Daughter,,Female,Student,None,
1,Stephens Corners,Hugh,Davies,75,Head,Married,Male,Retired Contractor,None,Christian
1,Stephens Corners,Yvonne,Davies,72,Wife,Married,Female,"Retired Engineer, control and instrumentation",None,Christian
1,Stephens Corners,Bryan,Davies,18,Grandson,Divorced,Male,Student,None,Christian
1,Stephens Corners,Sarah,Ball,16,Granddaughter,,Female,Student,None,
1,Stephens Corners,Olivia,Ball,15,Granddaughter,,Female, ,None,
2,Stephens Corners,Jean,Wood,43,Head,Single,Female,Clinical psychologist,None,None
2,Stephens Corners,Geraldine,Wood,6,Daughter,,Female, ,None,
2,Stephens Corners,Barbara,Wood,4,Daughter,,Female,Child,None,
3,Stephens Corners,Tracey,Lawrence,41,Head,Single,Female,"Engineer, biomedical",None,Christian
3,Stephens Corners,Marilyn,Lawrence,5,Daughter,,Female,Student,None,
4,Stephens Corners,Debra,Miles,41,Head,Married,Female,Counselling psychologist,None,Catholic
4,Stephens Corners,Reece,Miles,43,Husband,Married,Male,Warden/ranger,None,None
4,Stephens Corners,Adrian,Miles,15,Son,,Male,Student,None,
5,Stephens Corners,Stewart,Baldwin,40,Head,Single,Male,"Designer, multimedia",None,Christian
6,Stephens Corners,Alexander,Parker,23,Head,Divorced,Male,"Pharmacist, hospital",None,Jewish
6,Stephens Corners,Thomas,Parker,6,Son,,Male,Student,None,
6,Stephens Corners,Victoria,Parker,4,Daughter,,Female,Child,None,
7,Stephens Corners,Kimberley,Begum,41,Head,Married,Female,Television/film/video producer,None,Christian
7,Stephens Corners,Kenneth,Begum,41,Husband,Married,Male,"Journalist, magazine",None,Christian
7,Stephens Corners,Jane,Begum,4,Daughter,,Female,Child,None,
7,Stephens Corners,Denis,Hamilton,48,Lodger,Single,Male,Clothing/textile technologist,None,None
8,Stephens Corners,Patrick,Scott,59,Head,Single,Male,"Designer, ceramics/pottery",None,None
8,Stephens Corners,Frances,Holland,24,None,Single,Female,"Education officer, museum",None,None
8,Stephens Corners,Howard,Franklin,56,None,Single,Male,Volunteer coordinator,None,Christian
8,Stephens Corners,Nathan,Gibbs,50,None,Single,Male,Phytotherapist,None,Catholic
8,Stephens Corners,Roger,Payne,18,None,Single,Male,Student,None,
9,Stephens Corners,Claire,McCarthy,47,Head,Single,Female,Art gallery manager,None,Christian
9,Stephens Corners,Declan,Patel,50,Partner,Single,Male,"Engineer, petroleum",None,Christian
9,Stephens Corners,Gillian,McCarthy,14,Daughter,,Female,Student,None,
10,Stephens Corners,Bethan,Holloway,51,Head,Married,Female,Human resources officer,None,None
10,Stephens Corners,Elliott,Holloway,53,Husband,Married,Male,Human resources officer,None,None
10,Stephens Corners,Jenna,Holloway,8,Daughter,,Female,Student,None,
1,Bell Orchard,Carolyn,Cartwright,40,Head,Single,Female,Unemployed,None,Christian
1,Bell Orchard,Charlotte,Lewis,23,Lodger,Single,Female,"Engineer, communications",None,Catholic
1,Bell Orchard,Rachael,McCarthy,51,Lodger,Single,Female,"Runner, broadcasting/film/video",None,None
2,Bell Orchard,Judith,Ward,21,Head,Single,Female,University Student,None,Christian
2,Bell Orchard,Henry,Cox,22,None,Single,Male,University Student,None,Christian
2,Bell Orchard,Ross,Harris,22,None,Single,Male,University Student,None,None
3,Bell Orchard,Frederick,Hamilton,45,Head,Married,Male,Games developer,None,Christian
3,Bell Orchard,Janet,Hamilton,46,Wife,Married,Female,Health and safety inspector,None,Christian
4,Bell Orchard,Katie,Wallace,56,Head,Married,Female,Adult nurse,None,Christian
4,Bell Orchard,Scott,Wallace,58,Husband,Married,Male,Ship broker,None,None
4,Bell Orchard,Amy,Wallace,39,Daughter,Single,Female,Health service manager,None,Christian
5,Bell Orchard,Darren,Johnson,19,Head,Divorced,Male,University Student,None,Christian
1,Manor Street,Clive,Davis,65,Head,Widowed,Male,Corporate treasurer,None,Christian
1,Manor Street,Janet,Davis,48,Daughter,Widowed,Female,Lawyer,None,Christian
1,Manor Street,Charlotte,Davis,48,Daughter,Single,Female,Visual merchandiser,None,Christian
2,Manor Street,Melissa,Williams,50,Head,Single,Female,Unemployed,None,Christian
2,Manor Street,Nicholas,Thorpe,51,Partner,Single,Male,"Programmer, applications",None,None
2,Manor Street,Toby,Williams,18,Son,Single,Male,Student,None,Christian
2,Manor Street,Kate,Williams,14,Daughter,,Female,Student,None,
2,Manor Street,Francesca,Williams,7,Daughter,,Female,Student,None,
3,Manor Street,Ellie,Fitzgerald,54,Head,Married,Female,Cytogeneticist,None,None
3,Manor Street,Billy,Fitzgerald,62,Husband,Married,Male,"Loss adjuster, chartered",None,None
3,Manor Street,Antony,Kelly,16,Son,,Male,Student,None,
4,Manor Street,Samuel,Davidson,26,Head,Single,Male,Equality and diversity officer,None,Muslim
4,Manor Street,Jayne,Davidson,9,Daughter,,Female,Student,None,
4,Manor Street,Dean,Davidson,3,Son,,Male,Child,None,
5,Manor Street,Stephanie,Sims,37,Head,Married,Female,Diagnostic radiographer,None,Catholic
5,Manor Street,Scott,Sims,37,Husband,Married,Male,"Surveyor, hydrographic",None,Catholic
5,Manor Street,Nathan,Sims,11,Nephew,,Male,Student,None,
6,Manor Street,Thomas,Rose,59,Head,Single,Male,"Administrator, charities/voluntary organisations",None,Christian
7,Manor Street,John,Riley,51,Head,Single,Male,Medical technical officer,None,None
7,Manor Street,Kenneth,Akhtar,18,None,Single,Male,Student,None,
7,Manor Street,Clifford,Rowe,49,None,Single,Male,Careers information officer,None,Catholic
8,Manor Street,Aimee,White,32,Head,Single,Female,Clinical biochemist,None,None
8,Manor Street,Rita,Webb,33,Partner,Single,Female,Race relations officer,None,None
8,Manor Street,Colin,Hardy,46,Lodger,Divorced,Male,Writer,None,Christian
9,Manor Street,Rita,Harvey,33,Head,Married,Female,"Conservator, furniture",None,None
9,Manor Street,Karl,Harvey,37,Husband,Married,Male,"Surveyor, quantity",None,None
9,Manor Street,Antony,Harvey,1,Son,,Male,Child,None,
9,Manor Street,Katherine,Charlton,53,Visitor,Single,Female,Patent examiner,None,Christian
9,Manor Street,Harry,Kaur,28,Lodger,Single,Male,Air cabin crew,None,None
10,Manor Street,Arthur,Carroll,60,Head,Married,Male,Unemployed,None,Christian
10,Manor Street,Kayleigh,Carroll,64,Wife,Married,Female,Actuary,None,None
11,Manor Street,Beverley,Barber,31,Head,Single,Female,Unemployed,None,None
11,Manor Street,Shirley,Barber,4,Daughter,,Female,Child,None,
12,Manor Street,Tony,Talbot,30,Head,Married,Male,Unemployed,None,Catholic
12,Manor Street,Emily,Talbot,25,Wife,Married,Female,"Journalist, broadcasting",None,None
13,Manor Street,Edward,Khan,43,Head,Married,Male,Fisheries officer,None,None
13,Manor Street,Rita,Khan,36,Wife,Married,Female,Technical author,None,None
13,Manor Street,Carly,Khan,2,Daughter,,Female,Child,None,
14,Manor Street,Laura,Adams,40,Head,Single,Female,"Journalist, newspaper",None,None
15,Manor Street,Elaine,O'Connor,43,Head,Single,Female,Unemployed,None,Methodist
15,Manor Street,Lesley,Wright-O'Connor,9,Daughter,,Female,Student,None,
16,Manor Street,Sian,Brown,37,Head,Married,Female,Horticultural therapist,None,None
16,Manor Street,Derek,Brown,41,Husband,Married,Male,Industrial/product designer,None,None
16,Manor Street,Julian,McDonald,49,Lodger,Single,Male,Clinical embryologist,None,Christian
17,Manor Street,Joseph,Wilson,79,Head,Widowed,Male,Unemployed,None,Christian
17,Manor Street,Anna,Wilson,40,Daughter,Single,Female,Diplomatic Services operational officer,None,Christian
17,Manor Street,Judith,Wilson,39,Daughter,Divorced,Female,Agricultural consultant,None,None
18,Manor Street,Vincent,Pratt,38,Head,Single,Male,Research scientist (physical sciences),None,None
1,Crown Lane,Gillian,Williams,66,Head,Widowed,Female,"Therapist, art",None,Christian
2,Crown Lane,Damien,Howell,83,Head,Married,Male,Retired IT trainer,None,Methodist
2,Crown Lane,Shirley,Howell,80,Wife,Married,Female,Retired Agricultural engineer,None,Methodist
3,Crown Lane,Declan,Bell,50,Head,Married,Male,Outdoor activities/education manager,None,None
